sample_id,split,speaker_id,noise_id,noise_category,provenance,target_snr_db,actual_snr_db,speech_leakage_ratio,delay_samples,gain_mismatch_db,duration_sec,primary_rms,reference_rms,primary_path,reference_path,clean_path,sha256_hash,seed,impulse_positions_samples,noise_class_index
SPK_003__drone_uav_multicopter__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_003,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.00,0.15,2,0.0,3.0,0.120556,0.044398,mixed/TEST_B_EXTENSION/SPK_003__drone_uav_multicopter__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_003__drone_uav_multicopter__+5dB__reference.wav,clean/SPK_003_clean.wav,518711f171b0d6ba1101219a5e9de1d753972cd883af4383e55ea931edefdd46,376557,,1
SPK_003__drone_uav_multicopter__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_003,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.00,0.15,1,0.0,3.0,0.109982,0.028249,mixed/TEST_B_EXTENSION/SPK_003__drone_uav_multicopter__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_003__drone_uav_multicopter__+10dB__reference.wav,clean/SPK_003_clean.wav,ad4f70168eec038028e89ee02acac8d863c93f2919d7b9990231ee2272ae938d,660887,,1
SPK_004__drone_uav_multicopter__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-3.69,0.15,2,-1.0,3.0,0.188247,0.135217,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__-5dB__reference.wav,clean/SPK_004_clean.wav,b59b85be100624e9245b30a9c29375304b601f24c324f1f318e270468fe58932,8362,,1
SPK_004__drone_uav_multicopter__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.29,0.15,0,0.0,3.0,0.147153,0.077375,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__+0dB__reference.wav,clean/SPK_004_clean.wav,d86c15f8b6edae80571fb6237158dc0a3d9b4e70408399d46b43aa978d9d1810,454161,,1
SPK_004__drone_uav_multicopter__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.00,0.15,1,0.0,3.0,0.123516,0.045282,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__+5dB__reference.wav,clean/SPK_004_clean.wav,151eb9b156daa12abb173f59ae1cb51d34372673fc3b69a11ed0b94eb3f95b20,38099,,1
SPK_004__drone_uav_multicopter__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.00,0.15,0,0.0,3.0,0.113026,0.029722,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__drone_uav_multicopter__+10dB__reference.wav,clean/SPK_004_clean.wav,e1e498871592936c957d98884e26ddf280c471a2d5c06fa0a9a912d5e43916ac,962089,,1
SPK_005__drone_uav_multicopter__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_005,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-3.01,0.15,1,0.0,3.0,0.175163,0.136958,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__-5dB__reference.wav,clean/SPK_005_clean.wav,5071a42201fc3624919674d9fb5d837385006412639069574865ad2c12d9433f,887068,,1
SPK_005__drone_uav_multicopter__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_005,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,1.02,0.15,2,-1.0,3.0,0.136131,0.078138,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__+0dB__reference.wav,clean/SPK_005_clean.wav,10cacd3b45188b29c051827d69f54f4a4194a933519a3f35ba90e1523aa718bc,316923,,1
SPK_005__drone_uav_multicopter__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_005,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.00,0.15,1,0.0,3.0,0.125346,0.045558,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__+5dB__reference.wav,clean/SPK_005_clean.wav,5207fa72f9f3700d6ef361227dbd2eeab0973fa0355115dba6d46fe98d0b3656,77384,,1
SPK_005__drone_uav_multicopter__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_005,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.00,0.15,0,0.0,3.0,0.114589,0.030017,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_005__drone_uav_multicopter__+10dB__reference.wav,clean/SPK_005_clean.wav,26837bebd776fd65d7973bf39a797c1dde5a7bad02ba41253240453a5385cb6c,399283,,1
SPK_006__drone_uav_multicopter__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_006,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-2.76,0.15,1,-1.0,3.0,0.173900,0.140306,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__-5dB__reference.wav,clean/SPK_006_clean.wav,138c4d52e31f70cd77ecf0fc82d5896d1d0b0531d258042d927fd1cdc3c59391,836861,,1
SPK_006__drone_uav_multicopter__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_006,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.94,0.15,1,-1.0,3.0,0.141103,0.080450,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__+0dB__reference.wav,clean/SPK_006_clean.wav,43a2bfdc0ae5012ab9321592cfdba9f2271e6458c4075f57f61dd9b9f4e2741b,126350,,1
SPK_006__drone_uav_multicopter__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_006,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.80,0.15,2,-1.0,3.0,0.114459,0.047606,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__+5dB__reference.wav,clean/SPK_006_clean.wav,198fbeb87498e723f754af4b4f95a551ac544d98b589ea89b84bf50ed988c65c,429772,,1
SPK_006__drone_uav_multicopter__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_006,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.40,0.15,2,-1.0,3.0,0.104628,0.029373,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_006__drone_uav_multicopter__+10dB__reference.wav,clean/SPK_006_clean.wav,06509ad1c8fe4746a84025ffb99b0d54ce994f8b99511b0eebdf576497556faa,902686,,1
SPK_007__drone_uav_multicopter__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_007,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-3.59,0.15,1,-1.0,3.0,0.164125,0.119317,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__-5dB__reference.wav,clean/SPK_007_clean.wav,6db2858438d43cfac3d490aa146abe389801f74c11cf5a55815ff0bf00db0920,773255,,1
SPK_007__drone_uav_multicopter__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_007,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.00,0.15,2,0.0,3.0,0.134888,0.068222,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__+0dB__reference.wav,clean/SPK_007_clean.wav,7a5d96bdd62f0b31d6cb22db76cbed9d9cb80fa9226e98d32578c994af8a2113,267391,,1
SPK_007__drone_uav_multicopter__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_007,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.00,0.15,0,0.0,3.0,0.109138,0.039811,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__+5dB__reference.wav,clean/SPK_007_clean.wav,edb780e5f17f974f8553c2573d6431553a771448045ada2614962e28de17fa95,267171,,1
SPK_007__drone_uav_multicopter__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_007,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.39,0.15,1,-1.0,3.0,0.088932,0.025811,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_007__drone_uav_multicopter__+10dB__reference.wav,clean/SPK_007_clean.wav,c7723f0b5643e1c06bdf1d5c4b717f0df21beb3dd27a769fc487da9add3eb15b,870839,,1
SPK_008__drone_uav_multicopter__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_008,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-4.73,0.15,1,0.0,3.0,0.216399,0.137340,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__-5dB__reference.wav,clean/SPK_008_clean.wav,eb734de0bf825c4a716ba7c33cc5b50c2cd727d2f59262ab5b9b224ed31f0edd,594567,,1
SPK_008__drone_uav_multicopter__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_008,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.93,0.15,0,-1.0,3.0,0.137882,0.078575,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__+0dB__reference.wav,clean/SPK_008_clean.wav,225d4a04ded9637b0f10c4b5a341ba052f8a204b741372f96ee6151214f57038,408305,,1
SPK_008__drone_uav_multicopter__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_008,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.81,0.15,0,-1.0,3.0,0.112048,0.046553,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__+5dB__reference.wav,clean/SPK_008_clean.wav,e5eb41a4392cd50113d0d88dabd68ec30857594268fa18fede901b8e980a5d08,786784,,1
SPK_008__drone_uav_multicopter__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_008,drone_uav_multicopter,NON_STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.40,0.15,2,-1.0,3.0,0.102344,0.029491,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_008__drone_uav_multicopter__+10dB__reference.wav,clean/SPK_008_clean.wav,85dd1d9136ef791f16336ac0ed9195349e63314ba6320b9af8ceb89f283db8ea,358671,,1
SPK_001__wind_turbulent_field__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_001,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-4.12,0.15,0,0.0,3.0,0.164629,0.112086,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__-5dB__reference.wav,clean/SPK_001_clean.wav,baad06be54104fc18e1a765762608d7b1825b76b2a4347d47967cc5e49770d08,59739,,1
SPK_001__wind_turbulent_field__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_001,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.00,0.15,2,0.0,3.0,0.126528,0.063883,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__+0dB__reference.wav,clean/SPK_001_clean.wav,1f6d8a3a3c6929a1e8700a2c3b4b06c20cb84e46508ee115d5c64dc6684146e4,319172,,1
SPK_001__wind_turbulent_field__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_001,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.00,0.15,2,0.0,3.0,0.102626,0.038015,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__+5dB__reference.wav,clean/SPK_001_clean.wav,319ec9c59520456f0aca9a911e894c4b4ea16a2b85e869a977dcd8afac68e821,148440,,1
SPK_001__wind_turbulent_field__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_001,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.00,0.15,1,0.0,3.0,0.093810,0.024380,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_001__wind_turbulent_field__+10dB__reference.wav,clean/SPK_001_clean.wav,b7fa3c724e3e5f9a28071ce44373fbc375a3d08ddde2fb63e021b164cc85035f,420836,,1
SPK_002__wind_turbulent_field__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_002,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-2.61,0.15,0,-1.0,3.0,0.151260,0.124456,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__-5dB__reference.wav,clean/SPK_002_clean.wav,5621ae176d5fec2cfbb7de1ecef02a47e1ca9aa18d87a2f12219ff81ca4bd243,721770,,1
SPK_002__wind_turbulent_field__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_002,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.94,0.15,1,-1.0,3.0,0.125264,0.071283,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__+0dB__reference.wav,clean/SPK_002_clean.wav,302850d1722c5051bd7949570e7c8c8c348ab19e1022f55164d2a548e5a5f68e,82189,,1
SPK_002__wind_turbulent_field__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_002,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.80,0.15,2,-1.0,3.0,0.101619,0.041637,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__+5dB__reference.wav,clean/SPK_002_clean.wav,736e775702cd106003d271b3cc064d15fafe00565585f52220b5c5bcf1a4ed57,378057,,1
SPK_002__wind_turbulent_field__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_002,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.40,0.15,1,-1.0,3.0,0.092894,0.026184,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_002__wind_turbulent_field__+10dB__reference.wav,clean/SPK_002_clean.wav,64bfef662fd42c287e7a9ef223edb221aa685cc85b5e2b88cab4605f0915e3ef,309525,,1
SPK_003__wind_turbulent_field__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_003,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-4.50,0.15,0,0.0,3.0,0.202080,0.131542,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__-5dB__reference.wav,clean/SPK_003_clean.wav,a545ec72a2085acbb51caa25723c125db20da8eaaa845e3fd9a83d923856f88c,226670,,1
SPK_003__wind_turbulent_field__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_003,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.94,0.15,2,-1.0,3.0,0.132298,0.074852,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__+0dB__reference.wav,clean/SPK_003_clean.wav,3738ed81a162419fc7d7a9f11ddf5022dfa71d2e18233d616b8aac02fb4ac42b,739207,,1
SPK_003__wind_turbulent_field__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_003,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.00,0.15,0,0.0,3.0,0.120446,0.044415,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__+5dB__reference.wav,clean/SPK_003_clean.wav,c66fb1dab7ca8e7ad7ce046b5f943787a911e7c379b4b3720526b293fa362166,8770,,1
SPK_003__wind_turbulent_field__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_003,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.40,0.15,2,-1.0,3.0,0.098105,0.028207,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_003__wind_turbulent_field__+10dB__reference.wav,clean/SPK_003_clean.wav,aa8861e3cce3c56173d5730a170c6fdf1aa42cd4dea3720c1f03b6d87714972f,911088,,1
SPK_004__wind_turbulent_field__-5dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,-5.0,-2.61,0.15,1,-1.0,3.0,0.164004,0.135151,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__-5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__-5dB__reference.wav,clean/SPK_004_clean.wav,537d2e1a846dbd2213033736e50aa085f396be75e12651c46bf3da039e0094b1,409947,,1
SPK_004__wind_turbulent_field__+0dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,0.0,0.94,0.15,2,-1.0,3.0,0.135805,0.077120,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__+0dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__+0dB__reference.wav,clean/SPK_004_clean.wav,cd5a94aea2524351650910f33c3456c28faf2ff555e52dd5e44299e87d6f6953,856357,,1
SPK_004__wind_turbulent_field__+5dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,5.0,5.80,0.15,1,-1.0,3.0,0.110154,0.045841,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__+5dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__+5dB__reference.wav,clean/SPK_004_clean.wav,dcb8ff5fcdcd955818a9c67b2ae9a086a3b91d30ed28c578ee7754bd7bf5bd1f,453682,,1
SPK_004__wind_turbulent_field__+10dB,TEST_B_UNSEEN_NOISE_REC,SPK_004,wind_turbulent_field,STATIONARY,PROCEDURAL / SYNTHETIC DEFENCE-NOISE,10.0,10.40,0.15,0,-1.0,3.0,0.100712,0.028262,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__+10dB__primary.wav,mixed/TEST_B_EXTENSION/SPK_004__wind_turbulent_field__+10dB__reference.wav,clean/SPK_004_clean.wav,84f42b6add7d1f2ae070e5a6e3e398f5190b8feba0d76764e32fa2bd18e735d2,580894,,1
